"origin" "uniprot" "protein" "description"
"951" "sp" "Q9H492" "MLP3A" " Microtubule-associated proteins 1A/1B light chain 3A OS=Homo sapiens OX=9606 GN=MAP1LC3A PE=1 SV=2"
"952" "sp" "Q9Y3C0" "WASC3" " WASH complex subunit 3 OS=Homo sapiens OX=9606 GN=WASHC3 PE=1 SV=1"
"953" "sp" "A8MU93" "CQ100" " Uncharacterized protein C17orf100 OS=Homo sapiens OX=9606 GN=C17orf100 PE=4 SV=2"
"954" "sp" "Q16623" "STX1A" " Syntaxin-1A OS=Homo sapiens OX=9606 GN=STX1A PE=1 SV=1"
"955" "sp" "O95221" "OR5F1" " Olfactory receptor 5F1 OS=Homo sapiens OX=9606 GN=OR5F1 PE=2 SV=2"
"956" "sp" "P46695" "IEX1" " Radiation-inducible immediate-early gene IEX-1 OS=Homo sapiens OX=9606 GN=IER3 PE=1 SV=4"
"957" "sp" "Q5TA77" "LCE3B" " Late cornified envelope protein 3B OS=Homo sapiens OX=9606 GN=LCE3B PE=1 SV=1"
"958" "sp" "Q8N4H5" "TOM5" " Mitochondrial import receptor subunit TOM5 homolog OS=Homo sapiens OX=9606 GN=TOMM5 PE=1 SV=1"
"959" "sp" "Q9BRA0" "LSMD1" " N-alpha-acetyltransferase 38, NatC auxiliary subunit OS=Homo sapiens OX=9606 GN=NAA38 PE=1 SV=1"
"960" "sp" "Q9UMX5" "NENF" " Neudesin OS=Homo sapiens OX=9606 GN=NENF PE=1 SV=1"
"961" "sp" "O15263" "DFB4A" " Defensin beta 4A OS=Homo sapiens OX=9606 GN=DEFB4B PE=1 SV=1"
"962" "sp" "P06703" "S10A6" " Protein S100-A6 OS=Homo sapiens OX=9606 GN=S100A6 PE=1 SV=1"
"963" "sp" "P0DMV0" "CT457" " Cancer/testis antigen family 45 member A7 OS=Homo sapiens OX=9606 GN=CT45A7 PE=3 SV=1"
"964" "sp" "P20839" "IMDH1" " Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens OX=9606 GN=IMPDH1 PE=1 SV=2"
"965" "sp" "Q6FIF0" "ZFAN6" " AN1-type zinc finger protein 6 OS=Homo sapiens OX=9606 GN=ZFAND6 PE=1 SV=2"
"966" "sp" "Q99653" "CHP1" " Calcineurin B homologous protein 1 OS=Homo sapiens OX=9606 GN=CHP1 PE=1 SV=3"
"967" "sp" "Q9BYQ6" "KR411" " Keratin-associated protein 4-11 OS=Homo sapiens OX=9606 GN=KRTAP4-11 PE=1 SV=2"
"968" "sp" "O15514" "RPB4" " DNA-directed RNA polymerase II subunit RPB4 OS=Homo sapiens OX=9606 GN=POLR2D PE=1 SV=1"
"969" "sp" "O95793" "STAU1" " Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens OX=9606 GN=STAU1 PE=1 SV=2"
"970" "sp" "P11831" "SRF" " Serum response factor OS=Homo sapiens OX=9606 GN=SRF PE=1 SV=1"
"971" "sp" "Q3LI66" "KRA62" " Keratin-associated protein 6-2 OS=Homo sapiens OX=9606 GN=KRTAP6-2 PE=1 SV=1"
"972" "sp" "Q96N35" "TMM83" " Putative uncharacterized protein encoded by LINC00052 OS=Homo sapiens OX=9606 GN=LINC00052 PE=5 SV=1"
"973" "tr" "A0A075B6X7" "A0A075B6X7" " T cell receptor alpha joining 50 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ50 PE=4 SV=1"
"974" "tr" "A0A075B711" "A0A075B711" " T cell receptor alpha joining 29 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ29 PE=4 SV=1"
"975" "sp" "A0A1W2PQ27" "S72L1" " RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 1 OS=Homo sapiens OX=9606 GN=SSU72L1 PE=3 SV=1"
"976" "sp" "P47974" "TISD" " mRNA decay activator protein ZFP36L2 OS=Homo sapiens OX=9606 GN=ZFP36L2 PE=1 SV=3"
"977" "sp" "Q6ZSU1" "C2G1P" " Putative inactive cytochrome P450 2G1 OS=Homo sapiens OX=9606 GN=CYP2G1P PE=5 SV=1"
"978" "sp" "Q969Q0" "RL36L" " 60S ribosomal protein L36a-like OS=Homo sapiens OX=9606 GN=RPL36AL PE=1 SV=3"
"979" "tr" "A0A8Q3SIZ7" "A0A8Q3SIZ7" " Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1"
"980" "sp" "A8MWD9" "RUXGL" " Putative small nuclear ribonucleoprotein G-like protein 15 OS=Homo sapiens OX=9606 GN=SNRPGP15 PE=5 SV=2"
"981" "sp" "H3BRN8" "PIRC2" " Piercer of microtubule wall 2 protein OS=Homo sapiens OX=9606 GN=PIERCE2 PE=1 SV=1"
"982" "sp" "P25815" "S100P" " Protein S100-P OS=Homo sapiens OX=9606 GN=S100P PE=1 SV=2"
"983" "sp" "Q5JRS4" "O10J3" " Olfactory receptor 10J3 OS=Homo sapiens OX=9606 GN=OR10J3 PE=3 SV=1"
"984" "sp" "Q6UDR6" "SPIT4" " Kunitz-type protease inhibitor 4 OS=Homo sapiens OX=9606 GN=SPINT4 PE=3 SV=1"
"985" "sp" "Q9NRP2" "COXM2" " COX assembly mitochondrial protein 2 homolog OS=Homo sapiens OX=9606 GN=CMC2 PE=1 SV=1"
"986" "sp" "Q9Y2Y0" "AR2BP" " ADP-ribosylation factor-like protein 2-binding protein OS=Homo sapiens OX=9606 GN=ARL2BP PE=1 SV=1"
"987" "tr" "A0A075B6U7" "A0A075B6U7" " T cell receptor alpha joining 23 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ23 PE=1 SV=1"
"988" "sp" "P0C5K6" "CT18" " Putative tumor antigen NA88-A OS=Homo sapiens OX=9606 GN=VENTXP1 PE=5 SV=1"
"989" "sp" "P22532" "SPR2D" " Small proline-rich protein 2D OS=Homo sapiens OX=9606 GN=SPRR2D PE=2 SV=2"
"990" "sp" "Q96C01" "F136A" " Protein FAM136A OS=Homo sapiens OX=9606 GN=FAM136A PE=1 SV=1"
"991" "sp" "Q9H910" "JUPI2" " Jupiter microtubule associated homolog 2 OS=Homo sapiens OX=9606 GN=JPT2 PE=1 SV=1"
"992" "sp" "A0A0J9YXA8" "TJB11" " T cell receptor beta joining 1-1 OS=Homo sapiens OX=9606 GN=TRBJ1-1 PE=4 SV=2"
"993" "sp" "O43504" "LTOR5" " Ragulator complex protein LAMTOR5 OS=Homo sapiens OX=9606 GN=LAMTOR5 PE=1 SV=1"
"994" "sp" "Q15195" "PLGA" " Plasminogen-like protein A OS=Homo sapiens OX=9606 GN=PLGLA PE=2 SV=1"
"995" "sp" "Q8NGG2" "OR5T2" " Olfactory receptor 5T2 OS=Homo sapiens OX=9606 GN=OR5T2 PE=2 SV=3"
"996" "sp" "Q92623" "TTC9A" " Tetratricopeptide repeat protein 9A OS=Homo sapiens OX=9606 GN=TTC9 PE=1 SV=3"
"997" "sp" "Q9BYR4" "KRA43" " Keratin-associated protein 4-3 OS=Homo sapiens OX=9606 GN=KRTAP4-3 PE=2 SV=2"
"998" "sp" "O95166" "GBRAP" " Gamma-aminobutyric acid receptor-associated protein OS=Homo sapiens OX=9606 GN=GABARAP PE=1 SV=1"
"999" "sp" "P33778" "H2B1B" " Histone H2B type 1-B OS=Homo sapiens OX=9606 GN=H2BC3 PE=1 SV=2"
"1000" "sp" "Q6L8G4" "KR511" " Keratin-associated protein 5-11 OS=Homo sapiens OX=9606 GN=KRTAP5-11 PE=1 SV=1"
"1001" "sp" "A0A0B4J2F0" "PIOS1" " Protein PIGBOS1 OS=Homo sapiens OX=9606 GN=PIGBOS1 PE=1 SV=1"
"1002" "tr" "A0A494BZU2" "A0A494BZU2" " BLACAT1 overlapping LEMD1 locus OS=Homo sapiens OX=9606 GN=BLACAT1 PE=4 SV=1"
"1003" "sp" "A6NMZ2" "SNTAN" " Sentan OS=Homo sapiens OX=9606 GN=SNTN PE=2 SV=1"
"1004" "sp" "P20226" "TBP" " TATA-box-binding protein OS=Homo sapiens OX=9606 GN=TBP PE=1 SV=2"
"1005" "sp" "Q96PM9" "Z385A" " Zinc finger protein 385A OS=Homo sapiens OX=9606 GN=ZNF385A PE=1 SV=2"
"1006" "sp" "Q9H305" "CDIP1" " Cell death-inducing p53-target protein 1 OS=Homo sapiens OX=9606 GN=CDIP1 PE=1 SV=1"
"1007" "tr" "A0A075B6Z4" "A0A075B6Z4" " T cell receptor delta joining 4 (Fragment) OS=Homo sapiens OX=9606 GN=TRDJ4 PE=4 SV=1"
"1008" "sp" "P0CJ76" "HMN9" " Humanin-like 9 OS=Homo sapiens OX=9606 GN=MTRNR2L9 PE=2 SV=1"
"1009" "sp" "P37840" "SYUA" " Alpha-synuclein OS=Homo sapiens OX=9606 GN=SNCA PE=1 SV=1"
"1010" "sp" "P56211" "ARP19" " cAMP-regulated phosphoprotein 19 OS=Homo sapiens OX=9606 GN=ARPP19 PE=1 SV=2"
"1011" "sp" "P60602" "ROMO1" " Reactive oxygen species modulator 1 OS=Homo sapiens OX=9606 GN=ROMO1 PE=1 SV=1"
"1012" "sp" "P63218" "GBG5" " Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5 OS=Homo sapiens OX=9606 GN=GNG5 PE=1 SV=3"
"1013" "sp" "Q6ZW13" "CP086" " Uncharacterized protein C16orf86 OS=Homo sapiens OX=9606 GN=C16orf86 PE=2 SV=2"
"1014" "sp" "Q8N6W0" "CELF5" " CUGBP Elav-like family member 5 OS=Homo sapiens OX=9606 GN=CELF5 PE=1 SV=1"
"1015" "sp" "Q96RJ6" "FER3L" " Fer3-like protein OS=Homo sapiens OX=9606 GN=FERD3L PE=1 SV=1"
"1016" "sp" "Q9H963" "ZN702" " Putative zinc finger protein 702 OS=Homo sapiens OX=9606 GN=ZNF702P PE=5 SV=2"
"1017" "sp" "Q9NQ88" "TIGAR" " Fructose-2,6-bisphosphatase TIGAR OS=Homo sapiens OX=9606 GN=TIGAR PE=1 SV=1"
"1018" "sp" "A8MXD5" "GRCR1" " Glutaredoxin domain-containing cysteine-rich protein 1 OS=Homo sapiens OX=9606 GN=GRXCR1 PE=1 SV=1"
"1019" "sp" "O00244" "ATOX1" " Copper transport protein ATOX1 OS=Homo sapiens OX=9606 GN=ATOX1 PE=1 SV=1"
"1020" "sp" "Q8NBZ0" "IN80E" " INO80 complex subunit E OS=Homo sapiens OX=9606 GN=INO80E PE=1 SV=1"
"1021" "sp" "Q96C36" "P5CR2" " Pyrroline-5-carboxylate reductase 2 OS=Homo sapiens OX=9606 GN=PYCR2 PE=1 SV=1"
"1022" "sp" "Q9BYR0" "KRA47" " Keratin-associated protein 4-7 OS=Homo sapiens OX=9606 GN=KRTAP4-7 PE=1 SV=2"
"1023" "sp" "Q9GZY1" "PBOV1" " Prostate and breast cancer overexpressed gene 1 protein OS=Homo sapiens OX=9606 GN=PBOV1 PE=2 SV=1"
"1024" "sp" "Q9NP55" "BPIA1" " BPI fold-containing family A member 1 OS=Homo sapiens OX=9606 GN=BPIFA1 PE=1 SV=1"
"1025" "sp" "C9J3I9" "CE058" " Putative uncharacterized protein C5orf58 OS=Homo sapiens OX=9606 GN=C5orf58 PE=4 SV=2"
"1026" "sp" "H3BQW9" "F229A" " Protein FAM229A OS=Homo sapiens OX=9606 GN=FAM229A PE=3 SV=1"
"1027" "sp" "P0CE72" "ONCO" " Oncomodulin-1 OS=Homo sapiens OX=9606 GN=OCM PE=1 SV=1"
"1028" "sp" "P25705" "ATPA" " ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1"
"1029" "sp" "Q14140" "SRTD2" " SERTA domain-containing protein 2 OS=Homo sapiens OX=9606 GN=SERTAD2 PE=1 SV=1"
"1030" "sp" "Q3LI72" "KR195" " Keratin-associated protein 19-5 OS=Homo sapiens OX=9606 GN=KRTAP19-5 PE=1 SV=1"
"1031" "sp" "Q8NGG7" "OR8A1" " Olfactory receptor 8A1 OS=Homo sapiens OX=9606 GN=OR8A1 PE=2 SV=2"
"1032" "sp" "Q9H2S9" "IKZF4" " Zinc finger protein Eos OS=Homo sapiens OX=9606 GN=IKZF4 PE=1 SV=2"
"1033" "sp" "A0PJW8" "DAPL1" " Death-associated protein-like 1 OS=Homo sapiens OX=9606 GN=DAPL1 PE=1 SV=2"
"1034" "sp" "Q01130" "SRSF2" " Serine/arginine-rich splicing factor 2 OS=Homo sapiens OX=9606 GN=SRSF2 PE=1 SV=4"
"1035" "sp" "Q6IFN5" "O7E24" " Olfactory receptor 7E24 OS=Homo sapiens OX=9606 GN=OR7E24 PE=2 SV=1"
"1036" "sp" "Q7L7L0" "H2A3" " Histone H2A type 3 OS=Homo sapiens OX=9606 GN=H2AC25 PE=1 SV=3"
"1037" "sp" "Q8TAX7" "MUC7" " Mucin-7 OS=Homo sapiens OX=9606 GN=MUC7 PE=1 SV=2"
"1038" "sp" "Q9Y265" "RUVB1" " RuvB-like 1 OS=Homo sapiens OX=9606 GN=RUVBL1 PE=1 SV=1"
"1039" "sp" "Q9Y6G1" "TM14A" " Transmembrane protein 14A OS=Homo sapiens OX=9606 GN=TMEM14A PE=1 SV=1"
"1040" "sp" "A0A075B6S0" "TRGJ1" " T cell receptor gamma joining 1 OS=Homo sapiens OX=9606 GN=TRGJ1 PE=1 SV=2"
"1041" "sp" "A0A075B6Y3" "TJA3" " T cell receptor alpha joining 3 OS=Homo sapiens OX=9606 GN=TRAJ3 PE=4 SV=2"
"1042" "sp" "O14633" "LCE2B" " Late cornified envelope protein 2B OS=Homo sapiens OX=9606 GN=LCE2B PE=1 SV=1"
"1043" "sp" "O76080" "ZFAN5" " AN1-type zinc finger protein 5 OS=Homo sapiens OX=9606 GN=ZFAND5 PE=1 SV=1"
"1044" "sp" "P20618" "PSB1" " Proteasome subunit beta type-1 OS=Homo sapiens OX=9606 GN=PSMB1 PE=1 SV=2"
"1045" "sp" "Q02535" "ID3" " DNA-binding protein inhibitor ID-3 OS=Homo sapiens OX=9606 GN=ID3 PE=1 SV=2"
"1046" "sp" "Q14055" "CO9A2" " Collagen alpha-2(IX) chain OS=Homo sapiens OX=9606 GN=COL9A2 PE=1 SV=2"
"1047" "sp" "Q69YL0" "NCAS2" " Protein NCBP2AS2 OS=Homo sapiens OX=9606 GN=NCBP2AS2 PE=1 SV=1"
"1048" "sp" "Q6PUV4" "CPLX2" " Complexin-2 OS=Homo sapiens OX=9606 GN=CPLX2 PE=1 SV=2"
"1049" "sp" "Q8IW50" "F219A" " Protein FAM219A OS=Homo sapiens OX=9606 GN=FAM219A PE=1 SV=3"
"1050" "tr" "A0A075B6W8" "A0A075B6W8" " T cell receptor alpha joining 17 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ17 PE=4 SV=1"
"1051" "sp" "A6NLP5" "TTC36" " Tetratricopeptide repeat protein 36 OS=Homo sapiens OX=9606 GN=TTC36 PE=1 SV=1"
"1052" "sp" "O75459" "PAGE1" " P antigen family member 1 OS=Homo sapiens OX=9606 GN=PAGE1 PE=1 SV=2"
"1053" "sp" "P80297" "MT1X" " Metallothionein-1X OS=Homo sapiens OX=9606 GN=MT1X PE=1 SV=1"
"1054" "sp" "Q5T7P3" "LCE1B" " Late cornified envelope protein 1B OS=Homo sapiens OX=9606 GN=LCE1B PE=1 SV=1"
"1055" "sp" "Q8IV50" "LYSM2" " LysM and putative peptidoglycan-binding domain-containing protein 2 OS=Homo sapiens OX=9606 GN=LYSMD2 PE=1 SV=1"
"1056" "sp" "Q9H6B1" "Z385D" " Zinc finger protein 385D OS=Homo sapiens OX=9606 GN=ZNF385D PE=2 SV=1"
"1057" "tr" "A0A0C4DH63" "A0A0C4DH63" " T cell receptor gamma joining P (Fragment) OS=Homo sapiens OX=9606 GN=TRGJP PE=4 SV=1"
"1058" "sp" "O14972" "VP26C" " Vacuolar protein sorting-associated protein 26C OS=Homo sapiens OX=9606 GN=VPS26C PE=1 SV=1"
"1059" "sp" "Q8IUB5" "WFD13" " WAP four-disulfide core domain protein 13 OS=Homo sapiens OX=9606 GN=WFDC13 PE=1 SV=1"
"1060" "sp" "Q8N6I1" "EID2" " EP300-interacting inhibitor of differentiation 2 OS=Homo sapiens OX=9606 GN=EID2 PE=1 SV=3"
"1061" "sp" "Q8WUR7" "CO040" " UPF0235 protein C15orf40 OS=Homo sapiens OX=9606 GN=C15orf40 PE=1 SV=2"
"1062" "sp" "Q9BQ66" "KR412" " Keratin-associated protein 4-12 OS=Homo sapiens OX=9606 GN=KRTAP4-12 PE=1 SV=1"
"1063" "sp" "A0A1B0GW54" "SIM39" " Small integral membrane protein 39 OS=Homo sapiens OX=9606 GN=SMIM39 PE=3 SV=1"
"1064" "tr" "A0A3B3IRQ3" "A0A3B3IRQ3" " Keratin-associated protein 21-1-like OS=Homo sapiens OX=9606 GN=LOC112267897 PE=4 SV=1"
"1065" "sp" "P01222" "TSHB" " Thyrotropin subunit beta OS=Homo sapiens OX=9606 GN=TSHB PE=1 SV=2"
"1066" "sp" "Q30KQ6" "DB114" " Beta-defensin 114 OS=Homo sapiens OX=9606 GN=DEFB114 PE=1 SV=1"
"1067" "sp" "Q6P589" "TP8L2" " Tumor necrosis factor alpha-induced protein 8-like protein 2 OS=Homo sapiens OX=9606 GN=TNFAIP8L2 PE=1 SV=1"
"1068" "sp" "Q8IVN3" "MSTN1" " Musculoskeletal embryonic nuclear protein 1 OS=Homo sapiens OX=9606 GN=MUSTN1 PE=3 SV=2"
"1069" "sp" "Q8TAL6" "FIBIN" " Fin bud initiation factor homolog OS=Homo sapiens OX=9606 GN=FIBIN PE=1 SV=1"
"1070" "sp" "Q9NZR1" "TMOD2" " Tropomodulin-2 OS=Homo sapiens OX=9606 GN=TMOD2 PE=1 SV=1"
"1071" "sp" "Q9NZZ3" "CHMP5" " Charged multivesicular body protein 5 OS=Homo sapiens OX=9606 GN=CHMP5 PE=1 SV=1"
"1072" "sp" "Q9Y3B7" "RM11" " 39S ribosomal protein L11, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL11 PE=1 SV=1"
"1073" "sp" "P11686" "PSPC" " Pulmonary surfactant-associated protein C OS=Homo sapiens OX=9606 GN=SFTPC PE=1 SV=2"
"1074" "sp" "P16104" "H2AX" " Histone H2AX OS=Homo sapiens OX=9606 GN=H2AX PE=1 SV=2"
"1075" "sp" "Q9NRQ5" "SMCO4" " Single-pass membrane and coiled-coil domain-containing protein 4 OS=Homo sapiens OX=9606 GN=SMCO4 PE=1 SV=1"
"1076" "sp" "Q9NX24" "NHP2" " H/ACA ribonucleoprotein complex subunit 2 OS=Homo sapiens OX=9606 GN=NHP2 PE=1 SV=1"
"1077" "sp" "Q9P2B4" "CT2NL" " CTTNBP2 N-terminal-like protein OS=Homo sapiens OX=9606 GN=CTTNBP2NL PE=1 SV=2"
"1078" "sp" "Q5TA76" "LCE3A" " Late cornified envelope protein 3A OS=Homo sapiens OX=9606 GN=LCE3A PE=1 SV=1"
"1079" "sp" "Q5VSD8" "YI029" " Putative uncharacterized protein LOC401522 OS=Homo sapiens OX=9606 PE=4 SV=2"
"1080" "sp" "Q8IZM0" "CNG1O" " Putative CNGA1-overlapping antisense gene protein OS=Homo sapiens OX=9606 PE=5 SV=1"
"1081" "sp" "Q8N6M9" "ZFN2A" " AN1-type zinc finger protein 2A OS=Homo sapiens OX=9606 GN=ZFAND2A PE=1 SV=2"
"1082" "sp" "Q8N7P7" "YH007" " Uncharacterized protein FLJ40521 OS=Homo sapiens OX=9606 PE=2 SV=1"
"1083" "sp" "Q9H7X2" "RDD1" " Required for drug-induced death protein 1 OS=Homo sapiens OX=9606 GN=C1orf115 PE=2 SV=1"
"1084" "sp" "Q9NWB6" "ARGL1" " Arginine and glutamate-rich protein 1 OS=Homo sapiens OX=9606 GN=ARGLU1 PE=1 SV=1"
"1085" "sp" "Q9UGY1" "NOL12" " Nucleolar protein 12 OS=Homo sapiens OX=9606 GN=NOL12 PE=1 SV=1"
"1086" "tr" "A0A075B6X8" "A0A075B6X8" " T cell receptor alpha joining 44 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ44 PE=4 SV=1"
"1087" "tr" "A0A075B6Y8" "A0A075B6Y8" " T cell receptor alpha joining 11 (Fragment) OS=Homo sapiens OX=9606 GN=TRAJ11 PE=4 SV=1"
"1088" "tr" "A0A8I5QJV6" "A0A8I5QJV6" " Uncharacterized protein OS=Homo sapiens OX=9606 PE=4 SV=1"
"1089" "sp" "L0R819" "ASURF" " ASNSD1 upstream open reading frame protein OS=Homo sapiens OX=9606 GN=ASDURF PE=1 SV=1"
"1090" "sp" "O75446" "SAP30" " Histone deacetylase complex subunit SAP30 OS=Homo sapiens OX=9606 GN=SAP30 PE=1 SV=1"
"1091" "sp" "P80162" "CXCL6" " C-X-C motif chemokine 6 OS=Homo sapiens OX=9606 GN=CXCL6 PE=1 SV=4"
"1092" "sp" "O43396" "TXNL1" " Thioredoxin-like protein 1 OS=Homo sapiens OX=9606 GN=TXNL1 PE=1 SV=3"
"1093" "sp" "P04732" "MT1E" " Metallothionein-1E OS=Homo sapiens OX=9606 GN=MT1E PE=1 SV=1"
"1094" "sp" "P08590" "MYL3" " Myosin light chain 3 OS=Homo sapiens OX=9606 GN=MYL3 PE=1 SV=3"
"1095" "sp" "P0CH98" "F106C" " Protein FAM106C OS=Homo sapiens OX=9606 GN=FAM106C PE=3 SV=1"
"1096" "sp" "P54727" "RD23B" " UV excision repair protein RAD23 homolog B OS=Homo sapiens OX=9606 GN=RAD23B PE=1 SV=1"
"1097" "sp" "Q96EA4" "SPDLY" " Protein Spindly OS=Homo sapiens OX=9606 GN=SPDL1 PE=1 SV=2"
"1098" "sp" "Q9NSA3" "CNBP1" " Beta-catenin-interacting protein 1 OS=Homo sapiens OX=9606 GN=CTNNBIP1 PE=1 SV=1"
"1099" "sp" "P10163" "PRB4" " Basic salivary proline-rich protein 4 OS=Homo sapiens OX=9606 GN=PRB4 PE=1 SV=4"
"1100" "sp" "P17096" "HMGA1" " High mobility group protein HMG-I/HMG-Y OS=Homo sapiens OX=9606 GN=HMGA1 PE=1 SV=3"
"1101" "sp" "Q13442" "HAP28" " 28 kDa heat- and acid-stable phosphoprotein OS=Homo sapiens OX=9606 GN=PDAP1 PE=1 SV=1"
"1102" "sp" "Q3LI68" "KR222" " Keratin-associated protein 22-2 OS=Homo sapiens OX=9606 GN=KRTAP22-2 PE=3 SV=1"
"1103" "sp" "Q9BZX2" "UCK2" " Uridine-cytidine kinase 2 OS=Homo sapiens OX=9606 GN=UCK2 PE=1 SV=1"
"1104" "sp" "P35325" "SPR2B" " Small proline-rich protein 2B OS=Homo sapiens OX=9606 GN=SPRR2B PE=2 SV=1"
"1105" "sp" "P49715" "CEBPA" " CCAAT/enhancer-binding protein alpha OS=Homo sapiens OX=9606 GN=CEBPA PE=1 SV=3"
"1106" "sp" "P56385" "ATP5I" " ATP synthase subunit e, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5ME PE=1 SV=2"
"1107" "sp" "Q96A08" "H2B1A" " Histone H2B type 1-A OS=Homo sapiens OX=9606 GN=H2BC1 PE=1 SV=3"
"1108" "sp" "Q9NYR8" "RDH8" " Retinol dehydrogenase 8 OS=Homo sapiens OX=9606 GN=RDH8 PE=1 SV=1"
"1109" "sp" "B7Z368" "CJ142" " Uncharacterized protein encoded by LINC02881 OS=Homo sapiens OX=9606 GN=LINC02881 PE=5 SV=1"
"1110" "sp" "P62263" "RS14" " 40S ribosomal protein S14 OS=Homo sapiens OX=9606 GN=RPS14 PE=1 SV=3"
"1111" "sp" "Q8WWF1" "CA054" " Uncharacterized protein C1orf54 OS=Homo sapiens OX=9606 GN=C1orf54 PE=2 SV=1"
"1112" "sp" "Q9H7B2" "RPF2" " Ribosome production factor 2 homolog OS=Homo sapiens OX=9606 GN=RPF2 PE=1 SV=2"
"1113" "sp" "Q9HAV7" "GRPE1" " GrpE protein homolog 1, mitochondrial OS=Homo sapiens OX=9606 GN=GRPEL1 PE=1 SV=2"
"1114" "sp" "Q9NRF9" "DPOE3" " DNA polymerase epsilon subunit 3 OS=Homo sapiens OX=9606 GN=POLE3 PE=1 SV=1"
"1115" "tr" "A0A0U1RQB9" "A0A0U1RQB9" " Immunoglobulin heavy diversity 5-12 (Fragment) OS=Homo sapiens OX=9606 GN=IGHD5-12 PE=4 SV=2"
"1116" "sp" "C9JFL3" "PHGR1" " Proline, histidine and glycine-rich protein 1 OS=Homo sapiens OX=9606 GN=PHGR1 PE=4 SV=1"
"1117" "sp" "P09467" "F16P1" " Fructose-1,6-bisphosphatase 1 OS=Homo sapiens OX=9606 GN=FBP1 PE=1 SV=5"
"1118" "sp" "P0CJ70" "HMN3" " Humanin-like 3 OS=Homo sapiens OX=9606 GN=MTRNR2L3 PE=2 SV=1"
"1119" "sp" "Q96GX2" "A7L3B" " Ataxin-7-like protein 3B OS=Homo sapiens OX=9606 GN=ATXN7L3B PE=1 SV=2"
"1120" "sp" "Q9NUP9" "LIN7C" " Protein lin-7 homolog C OS=Homo sapiens OX=9606 GN=LIN7C PE=1 SV=1"
"1121" "sp" "O15212" "PFD6" " Prefoldin subunit 6 OS=Homo sapiens OX=9606 GN=PFDN6 PE=1 SV=1"
"1122" "sp" "P04271" "S100B" " Protein S100-B OS=Homo sapiens OX=9606 GN=S100B PE=1 SV=2"
"1123" "sp" "P04553" "HSP1" " Sperm protamine P1 OS=Homo sapiens OX=9606 GN=PRM1 PE=1 SV=2"
"1124" "sp" "Q2NL98" "VMAC" " Vimentin-type intermediate filament-associated coiled-coil protein OS=Homo sapiens OX=9606 GN=VMAC PE=1 SV=1"
"1125" "sp" "Q5T1S8" "NCMAP" " Noncompact myelin-associated protein OS=Homo sapiens OX=9606 GN=NCMAP PE=3 SV=1"
"1126" "sp" "A0A1W2PQC6" "S72L4" " RNA polymerase II subunit A C-terminal domain phosphatase SSU72 like protein 4 OS=Homo sapiens OX=9606 GN=SSU72L4 PE=3 SV=1"
"1127" "sp" "B7Z8K6" "TRDC" " T cell receptor delta constant OS=Homo sapiens OX=9606 GN=TRDC PE=1 SV=2"
"1128" "sp" "O14950" "ML12B" " Myosin regulatory light chain 12B OS=Homo sapiens OX=9606 GN=MYL12B PE=1 SV=2"
"1129" "sp" "Q5VWP3" "MLIP" " Muscular LMNA-interacting protein OS=Homo sapiens OX=9606 GN=MLIP PE=1 SV=3"
"1130" "sp" "Q8N9N7" "LRC57" " Leucine-rich repeat-containing protein 57 OS=Homo sapiens OX=9606 GN=LRRC57 PE=1 SV=1"
"1131" "sp" "Q96RK1" "CITE4" " Cbp/p300-interacting transactivator 4 OS=Homo sapiens OX=9606 GN=CITED4 PE=1 SV=1"
"1132" "sp" "Q9BZK8" "OCR1" " Ovarian cancer-related protein 1 OS=Homo sapiens OX=9606 GN=OCR1 PE=4 SV=1"
"1133" "sp" "Q9UBC9" "SPRR3" " Small proline-rich protein 3 OS=Homo sapiens OX=9606 GN=SPRR3 PE=1 SV=2"
"1134" "sp" "A0A1B0GVY4" "SIM31" " Small integral membrane protein 31 OS=Homo sapiens OX=9606 GN=SMIM31 PE=3 SV=1"
"1135" "sp" "A0A286YEX9" "SCGRX" " Small cysteine and glycine repeat-containing protein 10 OS=Homo sapiens OX=9606 GN=SCYGR10 PE=1 SV=1"
"1136" "sp" "O14561" "ACPM" " Acyl carrier protein, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFAB1 PE=1 SV=3"
"1137" "sp" "P0C024" "NUDT7" " Peroxisomal coenzyme A diphosphatase NUDT7 OS=Homo sapiens OX=9606 GN=NUDT7 PE=1 SV=1"
"1138" "sp" "P13693" "TCTP" " Translationally-controlled tumor protein OS=Homo sapiens OX=9606 GN=TPT1 PE=1 SV=1"
